"","Adjusted","Implementation_year","Reserve_size","C_change","B_change","PV_change","C_per","B_per","PV_per","X","Transition_period","Payoff_period","B_per_50","Loss"
"161","IUU_40_legal",2015,0.05,17716.7623266957,282177.697868353,57860087.3147555,4.36050703961471,28.0142836785275,61.7561559218731,161,7,25,15.0773023374681,14024.08856458
"162","IUU_40_legal",2015,0.1,26458.3968093444,371102.905779492,58308283.6019576,6.51202648749328,36.8426780534682,62.2345319679631,162,8,27,25.6186937180708,16220.5280898467
"163","IUU_40_legal",2015,0.15,33498.3335491001,459561.129145595,58271188.6258443,8.24471856441365,45.6247107293202,62.1949391634049,163,8,29,36.5172241217896,19341.222006795
"164","IUU_40_legal",2015,0.2,40236.549996994,635986.949668574,56165084.6230924,9.90315026393563,63.1400672641714,59.9470184771799,164,9,35,61.2156994072762,25343.2851425694
"165","IUU_40_legal",2015,0.25,39658.6199091722,818078.432930268,52024545.0550037,9.76090823517879,81.2179044074769,55.5276714102363,165,10,44,89.1323816036901,32302.6805038233
"166","IUU_40_legal",2015,0.3,40808.2371439243,750843.527111858,53760714.4793632,10.0438557598202,74.5428987676804,57.3807475919964,166,10,40,78.5146301735469,29477.5737853901
"167","IUU_40_legal",2015,0.35,20033.4666016649,1170800.26809609,38660993.8282833,4.93070181411291,116.235730495761,41.2642716898418,167,13,NA,149.4851866673,48010.9149739087
"168","IUU_40_legal",2015,0.4,-5240.90905155946,1421549.28501579,25930542.9172487,-1.28990954396167,141.129810166712,27.6766027473321,168,15,NA,196.346192387333,61998.2175694741
"169","IUU_40_legal",2015,0.45,-9926.29491370503,1464098.19656446,23510200.7058252,-2.44309191771921,145.354018129784,25.0932842988159,169,16,NA,204.53338037257,64353.0288352291
"170","IUU_40_legal",2015,0.5,-106639.792071363,2034183.8795006,-14569725.0868937,-26.2465317000701,201.951481938888,-15.5507925404664,170,28,NA,321.62678574768,117148.315261871
"171","IUU_40_legal",2020,0.05,19657.8679579915,288311.482100181,57978501.3568437,4.47462433714874,26.8719286025688,61.9574666555203,171,2,17,16.2100473955123,12745.7260673361
"172","IUU_40_legal",2020,0.1,30888.4008263698,379757.015278063,58245659.8555755,7.03097560572895,35.3950641387597,62.2429597846897,172,3,18,26.2137532797527,13938.9162475515
"173","IUU_40_legal",2020,0.15,39837.0996034903,471723.662326693,58008141.5578921,9.0679241405083,43.9667698346491,61.9891410128276,173,4,19,37.2601786825539,15265.2058983648
"174","IUU_40_legal",2020,0.2,46260.1273007891,571488.45259245,57070474.0185367,10.5299665203804,53.2652975989375,60.9871229553754,174,4,22,50.2849641548612,17767.4571097164
"175","IUU_40_legal",2020,0.25,54629.7001114196,845938.000095659,52401775.2638602,12.4350914438979,78.8452314669578,55.9980193971925,175,6,28,89.08077473928,24161.5927159844
"176","IUU_40_legal",2020,0.3,52615.5333102557,870903.33162137,51501872.5567614,11.9766165061872,81.1721128017264,55.0363579077876,176,6,30,93.4088809291414,24913.5970221747
"177","IUU_40_legal",2020,0.35,45800.2031293438,1140781.35697361,43649222.6456289,10.4252762307117,106.325960216474,46.6447940756701,177,8,44,136.208189369493,32923.9473888905
"178","IUU_40_legal",2020,0.4,24569.3304114995,1498403.29100971,29849038.8773997,5.59259651360364,139.657935093532,31.8975273190211,178,10,NA,199.067393122465,47076.7295785954
"179","IUU_40_legal",2020,0.45,17431.621275016,1592550.08722811,25835719.2708983,3.96787469321855,148.4328405108,27.6087804580537,179,12,NA,216.18895455124,50947.4859282845
"180","IUU_40_legal",2020,0.5,-22196.2856880706,1926096.41950561,9407203.91590707,-5.05243194971052,179.520860874468,10.0528042171048,180,16,NA,280.402244383339,71101.7794411617
"181","IUU_40_legal",2025,0.05,22345.1231395306,292400.241333134,59174886.5702477,4.7382551879293,25.7041717343008,63.2791161438644,181,-4,10,16.893536510554,11955.2424673223
"182","IUU_40_legal",2025,0.1,36077.1061505458,385229.183590155,60310380.5886328,7.65010487146908,33.8645311882093,64.4933653302106,182,-4,10,26.5155689633707,11955.2424673223
"183","IUU_40_legal",2025,0.15,47432.6137351455,478984.884208191,60977967.9262081,10.0580259372122,42.1063596448763,65.207254939791,183,-4,11,37.3762803719966,11955.2424673223
"184","IUU_40_legal",2025,0.2,58203.4461483022,580698.294304206,61383069.2435823,12.3419673700375,51.0477303799662,65.6404531222958,184,-4,11,49.6034467021732,11955.2424673223
"185","IUU_40_legal",2025,0.25,69443.0071391709,785697.877667849,60442392.6804676,14.725302106771,69.0687295153116,64.634533467165,185,-4,13,77.1363880641555,11955.2424673223
"186","IUU_40_legal",2025,0.3,73437.2946378553,977316.51382781,58386260.2345732,15.5722857346769,85.9134431478719,62.4357925587822,186,-4,15,104.822397793724,11955.2424673223
"187","IUU_40_legal",2025,0.35,61081.3717107886,1539006.01613257,47109579.6086597,12.9522278569355,135.290158306415,50.3769881503049,187,-4,30,195.806152863046,11955.2424673223
"188","IUU_40_legal",2025,0.4,71570.4969529895,1305326.91504256,52783268.7088859,15.1764336393496,114.748014709853,56.4441908497335,188,-4,20,155.684308710982,11955.2424673223
"189","IUU_40_legal",2025,0.45,56418.4307650683,1582869.587917,45819661.2925815,11.9634571086562,139.146094870921,48.9976041637836,189,-4,32,203.539173775688,11955.2424673223
"190","IUU_40_legal",2025,0.5,-15342.9008158121,2241945.71629086,24654478.5028374,-3.25344277292416,197.083824034417,26.3644545696832,190,-4,NA,325.451962017655,11955.2424673223
"191","IUU_40_legal",2030,0.05,24535.7138570548,294815.875895078,60008331.1691223,4.87197676959841,24.5170128421548,64.1901742198235,191,-9,5,16.4720270944068,11955.2424673223
"192","IUU_40_legal",2030,0.1,40422.1290275303,388425.681733057,61653038.8630462,8.02649047617629,32.3016438594415,65.9494978230099,192,-9,6,25.9550051017004,11955.2424673223
"193","IUU_40_legal",2030,0.15,53863.0858850989,485684.445752321,62905404.713817,10.6954174922297,40.3897237813009,67.2891381793027,193,-9,6,36.8222417748484,11955.2424673223
"194","IUU_40_legal",2030,0.2,65917.8585231759,584910.803527446,63934904.7831735,13.0890944236475,48.6414296314933,68.3903817487175,194,-9,6,48.3175877450406,11955.2424673223
"195","IUU_40_legal",2030,0.25,85233.1490367284,881938.824421267,64668197.0705256,16.924468736713,73.3424053866976,69.1747754947546,195,-9,8,87.0935510062681,11955.2424673223
"196","IUU_40_legal",2030,0.3,87575.8870791756,890131.054488905,64864069.9290403,17.3896585977683,74.0236747015348,69.3842982838081,196,-9,8,87.6896312260786,11955.2424673223
"197","IUU_40_legal",2030,0.35,90391.609753672,1195071.86026304,63323550.3091775,17.9487674763483,99.3826809916919,67.7364233827487,197,-9,10,132.329503718874,11955.2424673223
"198","IUU_40_legal",2030,0.4,81264.8587891337,1561267.83044865,59259330.5732333,16.1364982699093,129.835692643552,63.3889774892335,198,-9,15,191.465232067477,11955.2424673223
"199","IUU_40_legal",2030,0.45,75753.9309265886,1692408.84494682,57463929.8371364,15.0422112774184,140.741434835431,61.4684593911772,199,-9,20,213.578825030955,11955.2424673223
"200","IUU_40_legal",2030,0.5,44046.5267020108,2003672.11790612,51844549.0527259,8.74617531504957,166.626220168872,55.4574768404002,200,-9,42,269.360796613387,11955.2424673223
"201","IUU_60",2015,0.05,1571.19678160391,113666.858573358,3257691.54004648,0.338407917923813,10.0023412834114,3.02692234451094,201,13,NA,14.8392298152472,3894.66339885403
"202","IUU_60",2015,0.1,13927.039701523,216706.454623052,10602703.9565716,2.99963732322791,19.0695154653102,9.85162687254398,202,11,30,25.8805986166851,6530.99010897271
"203","IUU_60",2015,0.15,24717.5491750711,320624.444846211,17072245.128346,5.32372166901749,28.2139856894735,15.8628770142004,203,10,28,36.8745988700961,9677.42556641457
"204","IUU_60",2015,0.2,37598.696905579,529210.185532677,25857197.5381057,8.09809241301835,46.5689027812721,24.0255186939548,204,11,31,60.8817776003915,16343.7570457737
"205","IUU_60",2015,0.25,41788.3743263865,745780.374604446,30948845.1458922,9.00047461577501,65.6264272883891,28.7564828521406,205,12,37,88.0021125345953,23982.2490431486
"206","IUU_60",2015,0.3,41438.3773425685,665669.099000661,29524928.3710399,8.92509147347212,58.5768762644964,27.4334338619151,206,11,34,77.661111600427,21322.6493423337
"207","IUU_60",2015,0.35,28823.0138439401,1169247.27779856,29971978.0598143,6.20796593871583,102.890239635621,27.8488153292589,207,14,NA,147.333086707989,42270.4795630424
"208","IUU_60",2015,0.4,7045.018746463,1472775.00314591,22718851.1553342,1.51737207817537,129.599765490445,21.1094873036132,208,16,NA,194.051165231015,58364.1029133519
"209","IUU_60",2015,0.45,3221.74605327303,1524545.05673041,20968080.8977599,0.693906954706478,134.155374317079,19.4827385621774,209,16,NA,202.260478834298,61673.636936487
"210","IUU_60",2015,0.5,-95880.4089406254,2219739.24972546,-14033580.5148855,-20.6509394234874,195.330369947795,-13.0394661102242,210,26,NA,319.36889381609,122060.4755335
"211","IUU_60",2020,0.05,3229.15831682534,115028.475007683,2113661.39189683,0.643252437886508,9.50184497978937,1.96631264088108,211,8,44,14.5500634909875,2674.44715352415
"212","IUU_60",2020,0.1,17868.8970412341,216265.237081278,7304686.2546902,3.55950698490901,17.8644353680813,6.79545786062628,212,6,19,25.0324636003159,4604.89234873126
"213","IUU_60",2020,0.15,30448.0044858347,320156.021403563,11656396.1083397,6.06528116390023,26.446259367688,10.843798870914,213,6,19,36.1032685939775,6757.54002411256
"214","IUU_60",2020,0.2,40340.1440916328,433447.438791465,15144757.9736994,8.03580793683313,35.8046159440797,14.0889780931492,214,6,19,48.8065181675299,9276.98868264153
"215","IUU_60",2020,0.25,56801.8980164265,746480.60136574,20799622.0689305,11.3150102258128,61.6624966480994,19.3496271240419,215,7,24,86.277736707968,16660.2907008708
"216","IUU_60",2020,0.3,54942.1064067115,775251.216347538,20397746.8073959,10.9445373751394,64.0390727394714,18.9757676166287,216,7,25,90.4753240953807,17524.3863755935
"217","IUU_60",2020,0.35,54057.3736814598,1085309.61391068,19981962.3735269,10.7682974926193,89.6512251054843,18.5889685809211,217,8,36,132.038979258815,26240.3815814455
"218","IUU_60",2020,0.4,39324.2946675316,1498538.32293817,12953444.1661466,7.83344944137816,123.785687325517,12.0504263854598,218,11,NA,193.561225991301,40936.9936749093
"219","IUU_60",2020,0.45,33749.9190373402,1607582.77702809,10408839.9840489,6.72302673613868,132.793226533518,9.68321308039613,219,12,NA,210.364667718862,45240.7554476004
"220","IUU_60",2020,0.5,-4683.46114257834,1994910.40651028,-2861464.97272624,-0.932951407805872,164.788148586367,-2.66198491815224,220,16,NA,273.504197244361,67222.0095550382
"221","IUU_60",2025,0.05,5416.25201381021,117204.980593885,1952528.72632992,1.00500817240097,9.12987046943599,1.81762815915965,221,5,17,14.4619708588351,1664.66619885215
"222","IUU_60",2025,0.1,22189.6916228175,219341.542957742,6053953.46913984,4.11738991596529,17.0859622656249,5.63568471560173,222,4,12,24.9569434747267,3018.49612808906
"223","IUU_60",2025,0.15,36626.8290099597,323897.15602608,9469254.98944406,6.79626102889682,25.230489907108,8.81502242859617,223,4,11,35.944681626106,4430.69341085246
"224","IUU_60",2025,0.2,50581.5360604263,437620.516065276,12705160.6344208,9.38561517885527,34.0891539437886,11.8273587601332,224,4,12,48.0480642587068,6019.95075786131
"225","IUU_60",2025,0.25,66517.7310847699,667563.894489535,16412251.0299595,12.3426426944886,52.0009632344896,15.2783256015516,225,4,13,74.9581123689913,9449.23841390674
"226","IUU_60",2025,0.3,73904.2210850972,883013.387828325,18038473.1856475,13.7132367504443,68.7837480352866,16.7921917707751,226,5,16,101.974706433418,12132.448153408
"227","IUU_60",2025,0.35,67158.0055761143,1516691.11245923,14537586.5157961,12.4614482993127,118.145093567977,13.5331820018846,227,7,36,191.07918787652,23585.7268878338
"228","IUU_60",2025,0.4,76598.0148096023,1252726.38982878,17602375.1706811,14.2130814218125,97.5831369522675,16.3862238475034,228,6,23,151.751480368617,18097.1919151358
"229","IUU_60",2025,0.45,62464.6880720776,1566420.71812745,13638796.1276299,11.5905836432364,122.018861183879,12.6964892061869,229,7,38,198.699213119661,24924.4812917711
"230","IUU_60",2025,0.5,-14146.1171594,2313708.43663843,-3009178.49260108,-2.62487109475123,180.230039913954,-2.80127379962815,230,20,NA,319.004970843761,60016.1753718999
"231","IUU_60",2030,0.05,6573.23894161498,117890.260267965,1674284.01545286,1.14195289634185,8.68561958716566,1.55906768729627,231,4,12,13.9958714985823,1261.25501190851
"232","IUU_60",2030,0.1,24870.0632080844,221372.220869734,4852649.55755387,4.32061590411305,16.309701015759,4.51871310549926,232,4,9,24.1529734064055,2149.231574465
"233","IUU_60",2030,0.15,40568.6846640864,329403.060045151,7549909.01447305,7.04789942438188,24.2689231824346,7.03035988987087,233,4,9,35.1423760133464,3163.22643901559
"234","IUU_60",2030,0.2,54755.6076944246,439770.392657172,9978020.10225707,9.51255923495209,32.4002875864088,9.29137982626794,234,4,9,46.5857794228197,4241.90412857325
"235","IUU_60",2030,0.25,77783.6220899195,770451.173734941,14078527.7158079,13.5131604559806,56.7633474583597,13.1097098484119,235,4,11,84.7456430267554,7913.81944333771
"236","IUU_60",2030,0.3,80475.7996500683,779576.612257639,14441510.4202435,13.9808659493585,57.4356683726919,13.4477137953587,236,4,11,85.3440557003242,7985.95978185203
"237","IUU_60",2030,0.35,84104.2161715033,1119330.4057111,15552322.9318293,14.6112219721032,82.4671866382857,14.4820854297253,237,4,14,129.23971142686,12113.8958085592
"238","IUU_60",2030,0.4,73255.2240947923,1527715.15271255,13883051.0570856,12.726452829458,112.555122228495,12.9276849712574,238,5,25,187.58054345485,17074.5673711445
"239","IUU_60",2030,0.45,66452.0997026799,1673938.98047096,12812382.1830871,11.5445624900452,123.328230537883,11.9306944787014,239,6,33,209.391427430898,18770.4621348972
"240","IUU_60",2030,0.5,30993.1545557925,2022037.89553846,8448716.89421418,5.38436574816832,148.974579507756,7.86731605110653,240,8,50,264.359480022628,25985.196239293
"241","IUU_60_legal",2015,0.05,25929.4620909648,487583.660372426,78595558.4263114,5.58474621500331,42.9058939120103,73.0279859389397,241,8,NA,16.0755181156158,29636.0599385044
"242","IUU_60_legal",2015,0.1,33733.0319976837,584055.985991119,76374083.5796784,7.26549675842659,51.3951680711954,70.9638765018177,242,9,46,26.6205579809561,31937.8155249044
"243","IUU_60_legal",2015,0.15,39921.5006894171,681295.3997323,73765045.6542832,8.59838314772302,59.9519436753213,68.5396582795048,243,9,43,38.1985081901434,35725.808316215
"244","IUU_60_legal",2015,0.2,44258.7149418654,874335.667010901,67087790.119658,9.53254216710581,76.9389059174017,62.3354078987343,244,10,49,63.9607717193479,42435.6996299735
"245","IUU_60_legal",2015,0.25,40432.5160233494,1072385.43197274,58768765.2610538,8.70844678660511,94.3666888711226,54.6056882738088,245,11,NA,92.7685589579828,50178.4291050858
"246","IUU_60_legal",2015,0.3,42851.1816152204,999411.410240003,61974856.2671224,9.22938445442767,87.9451946963462,57.5846653763081,246,10,NA,81.8561721338745,47746.3970082071
"247","IUU_60_legal",2015,0.35,12532.6844390093,1452783.27035262,38820316.3137544,2.69931793182,127.840553203283,36.0703527103764,247,13,NA,154.231149121742,67843.3453808815
"248","IUU_60_legal",2015,0.4,-19681.2416448278,1721283.36024846,22339069.1023489,-4.23899035764485,151.467752612789,20.7566083498836,248,15,NA,201.458478655196,82970.910764078
"249","IUU_60_legal",2015,0.45,-25673.1734951648,1766669.75940558,19355632.5647047,-5.52954619734304,155.461619072129,17.9845132610107,249,16,NA,209.660495728357,85523.4555588867
"250","IUU_60_legal",2015,0.5,-139875.053229763,2371989.26946946,-24604275.985742,-30.1266054559036,208.727913233491,-22.8613519224395,250,36,NA,326.477729767413,149718.872444805
"251","IUU_60_legal",2020,0.05,28365.6636516601,496161.673170303,79060881.7567246,5.65047622506702,40.9850804599667,73.5493451285218,251,3,NA,15.1948957762695,28458.4465701329
"252","IUU_60_legal",2020,0.1,38617.2071896832,596901.014357178,77223710.9927151,7.69259671775816,49.3065817513631,71.8402482454647,252,4,29,25.9259145122797,29693.0585493553
"253","IUU_60_legal",2020,0.15,46822.264420649,699713.684236419,74964272.9564485,9.32705453895472,57.7993488778121,69.7383214235855,253,4,30,37.6121071621125,32357.816321919
"254","IUU_60_legal",2020,0.2,52187.4631644611,810977.514144771,71980412.2148843,10.3958089427635,66.9902180393498,66.9624732592297,254,5,31,51.1130689240552,34277.9412805179
"255","IUU_60_legal",2020,0.25,56469.6378196435,1115544.93142484,62199271.3633235,11.2488235726284,92.14879190288,57.8632007965754,255,6,41,90.9734896947924,42573.7093996785
"256","IUU_60_legal",2020,0.3,53846.9095468579,1142871.39900383,60965616.7497708,10.7263727697077,94.4060752300166,56.7155474068653,256,6,44,95.3384428692857,43402.8625809421
"257","IUU_60_legal",2020,0.35,41415.7526830389,1440042.60916097,48842785.5376514,8.25007053431206,118.953690689415,45.4378298183039,257,8,NA,138.840129869036,52532.6372172139
"258","IUU_60_legal",2020,0.4,11860.4988279782,1831418.78821341,30309867.628512,2.36262642989506,151.283040286462,28.1968890995783,258,10,NA,202.405032110834,68655.9624379597
"259","IUU_60_legal",2020,0.45,2337.0256083993,1934194.04852249,25139986.1244552,0.465538469319762,159.7727172221,23.387413280861,259,12,NA,219.629058371907,73052.2486314072
"260","IUU_60_legal",2020,0.5,-46203.5357049057,2296733.21539006,5237550.14650966,-9.20380299296561,189.720006034262,4.87242710673176,260,16,NA,283.935322042307,95939.0366052231
"261","IUU_60_legal",2025,0.05,31836.6342614166,501557.532454473,80769861.0218152,5.90742039566873,39.0696306682225,75.1894565365059,261,-2,19,14.1298804491061,26370.4315475177
"262","IUU_60_legal",2025,0.1,45137.6839215355,605654.754186763,80515549.9351107,8.37548568802331,47.1784511793326,74.952715849341,262,-2,17,25.0889878583149,26370.4315475177
"263","IUU_60_legal",2025,0.15,56258.5527908917,711873.476572419,79840629.8925542,10.4390093330466,55.4525293959423,74.3244261560888,263,-2,17,36.6354578339912,26370.4315475177
"264","IUU_60_legal",2025,0.2,66691.4891927383,827136.544233545,78819942.3810329,12.3748842368104,64.4311314342146,73.3742581316056,264,-2,17,49.3784169602271,26370.4315475177
"265","IUU_60_legal",2025,0.25,76124.6483932863,1058274.30725158,75293677.6502169,14.1252463071013,82.4359792338305,70.0916236766287,265,-2,19,77.5501328121458,26370.4315475177
"266","IUU_60_legal",2025,0.3,77701.3839732291,1273494.59446657,70989206.7806703,14.417816176361,99.2009096549714,66.0845494875198,266,-2,22,105.682224295413,26370.4315475177
"267","IUU_60_legal",2025,0.35,56730.3945748359,1900874.00300751,53920593.5636572,10.5265615458563,148.071637725968,50.1952098825846,267,-2,42,197.559551413949,26370.4315475177
"268","IUU_60_legal",2025,0.4,71060.7123812201,1640572.88637712,61820695.5137318,13.1856118396383,127.795063591975,57.5494923425813,268,-2,32,157.175978641631,26370.4315475177
"269","IUU_60_legal",2025,0.45,51156.6805809813,1949597.60839035,52232204.280746,9.49233564570127,151.867041331644,48.6234717243393,269,-2,44,205.326662305558,26370.4315475177
"270","IUU_60_legal",2025,0.5,-35184.4108835132,2679906.72867807,25513090.455677,-6.52861432386873,208.75564484567,23.7503863651685,270,-2,NA,327.194143661693,26370.4315475177
"271","IUU_60_legal",2030,0.05,34807.1386293099,503623.867848351,82194675.1231649,6.04695997272649,37.1047219779224,76.5384253027581,271,-7,12,13.3558992364281,26370.4315475177
"272","IUU_60_legal",2030,0.1,51536.2885149103,610424.616920545,83170721.5273533,8.9532747035439,44.9733166858898,77.4473047975313,272,-7,11,24.1009935211136,26370.4315475177
"273","IUU_60_legal",2030,0.15,65775.6290461584,721703.679494333,83744847.5079492,11.4270408797148,53.1718532175371,77.9819221363597,273,-7,11,35.6115015933697,26370.4315475177
"274","IUU_60_legal",2030,0.2,78494.468221177,835212.171587935,84087741.4699327,13.63665403436,61.5346440027715,78.3012197533491,274,-7,11,47.5600325028069,26370.4315475177
"275","IUU_60_legal",2030,0.25,97935.6419353795,1173622.5359022,82863386.9268179,17.0141221027525,86.4671845036303,77.1611195144728,275,-7,12,87.005148274893,26370.4315475177
"276","IUU_60_legal",2030,0.3,100511.988377239,1183101.2073717,82990372.1668065,17.4617045362215,87.165530019101,77.2793662292491,276,-7,12,87.6277322216396,26370.4315475177
"277","IUU_60_legal",2030,0.35,102027.758677551,1529123.00888835,79538707.3221618,17.7250356428502,112.658846685025,74.0652286773198,277,-7,15,132.598389254607,26370.4315475177
"278","IUU_60_legal",2030,0.4,91993.4936011416,1943633.56730284,73288255.0511851,15.9818070506074,143.198104271431,68.2449030475422,278,-7,26,192.042606938579,26370.4315475177
"279","IUU_60_legal",2030,0.45,86220.6944312358,2091818.57134987,70732846.2929286,14.9789126190147,154.115703153218,65.865345465877,279,-7,32,213.989140137913,26370.4315475177
"280","IUU_60_legal",2030,0.5,51755.9790715334,2442257.01279671,63370655.1384775,8.9914410123702,179.934417813851,59.0097855783877,280,-7,46,269.344987530007,26370.4315475177
