"","Adjusted","Implementation_year","Reserve_size","C_change","B_change","PV_change","C_per","B_per","PV_per","X","Transition_period","Payoff_period","B_per_50","Loss"
"141","IUU_40",2025,0.05,4825.96009501739,103320.024441489,1694676.26156513,1.02333875334537,9.08260417203446,1.81221498168021,141,5,17,14.4595911995643,1472.59599547362
"142","IUU_40",2025,0.1,19505.1095409837,193052.324163286,5269425.27150767,4.13603388518344,16.9707455485492,5.63490009180345,142,4,12,24.9135150349336,2673.92600102111
"143","IUU_40",2025,0.15,32182.2939376321,285008.925591217,8243748.05804382,6.82421485248769,25.0544197084254,8.81551484186525,143,4,12,35.8377795187948,3927.2047691053
"144","IUU_40",2025,0.2,44466.6721075295,385080.274298126,11059851.5160052,9.42910175467839,33.8514409458836,11.8269365465428,144,4,12,47.8744882640966,5335.61689147976
"145","IUU_40",2025,0.25,58609.7032143309,587739.299098099,14273993.3480714,12.4281136686604,51.6666874491502,15.2640036214873,145,4,14,74.6842509119427,8362.82675259074
"146","IUU_40",2025,0.3,65206.3794222541,777793.582157206,15669416.5939475,13.8269305411432,68.373882724769,16.7562101091298,146,5,16,101.644751660606,10749.8421539304
"147","IUU_40",2025,0.35,58671.4718396335,1337322.82490334,12523131.3579048,12.4412116277749,117.56069488449,13.3917060025284,147,7,35,190.608577066129,20774.5004754709
"148","IUU_40",2025,0.4,67402.1451304448,1104106.59596467,15239217.3723669,14.2925398910378,97.059241217645,16.2961732913984,148,6,22,151.302474861231,15989.7116120772
"149","IUU_40",2025,0.45,54496.1577300946,1381289.58702962,11730678.9619809,11.5558415352845,121.425702653097,12.544290990746,149,7,38,198.205547478838,21946.2298109383
"150","IUU_40",2025,0.5,-13753.1723812027,2042539.08611937,-2925219.46418042,-2.91634286277147,179.55448738436,-3.12810573790325,150,18,NA,318.797086162359,51117.0417259131
"151","IUU_40",2030,0.05,5852.71403214661,103925.388957451,1450483.02876669,1.16215435873785,8.64247926934081,1.55156386630762,151,5,12,14.0186028847987,1000.4583060884
"152","IUU_40",2030,0.1,21867.3305622232,194847.122311445,4216984.96404551,4.34212459164492,16.2035690427564,4.51085698020115,152,4,9,24.1663151308607,1902.01812529599
"153","IUU_40",2030,0.15,35667.1803850441,289867.023463024,6562278.87079567,7.08231581462817,24.105464182293,7.01958904353251,153,4,9,35.1121046232739,2801.54695077802
"154","IUU_40",2030,0.2,48160.1962628417,386988.410547849,8671816.24928176,9.56301327847445,32.1821197802228,9.27613524653589,154,4,9,46.5101884366806,3756.80399999057
"155","IUU_40",2030,0.25,68646.7512645301,678444.455110301,12216491.9279836,13.6309617652729,56.4197276287375,13.0678312483358,155,4,11,84.5560983818602,6989.82671688093
"156","IUU_40",2030,0.3,71017.8859254185,686441.091281855,12532504.7778356,14.1017902503433,57.0847312725095,13.4058663093431,156,4,11,85.1313778452826,7054.86159250047
"157","IUU_40",2030,0.35,74462.400232737,986294.011811416,13461575.6286391,14.7857562350126,82.0206268753541,14.3996819781635,157,4,14,128.933033232686,10674.8650708472
"158","IUU_40",2030,0.4,64495.4239263792,1346828.98337808,11949646.3381899,12.8066462196849,112.002867489464,12.7823898010411,158,5,24,186.842779008647,15047.8546289124
"159","IUU_40",2030,0.45,58353.5090146546,1475983.8316893,10994762.0674009,11.5870661844307,122.743439261792,11.7609618341648,159,6,32,208.410984894834,16532.2208716035
"160","IUU_40",2030,0.5,26381.4921654073,1783756.86502522,7135395.17208023,5.23848695522059,148.337974793016,7.63264450618145,160,8,50,263.478584713723,22751.8751582005
