"","Name","Adjusted","Year","Catch","Biomass","Biomass_MPA","Fishing","PV","Implementation_year","Reserve_size"
"13892","Squatina","IUU_40_legal",2127,63.196564448348,1544.72159163071,67.2275594791224,0.0424227628059723,0.132167032727085,0,0
"13902","Squatina","IUU_40_legal",2128,65.8631079552666,1600.53266536015,69.6565035031251,0.0426375266016299,0.181900801766355,0,0
"13913","Squatina","IUU_40_legal",2129,68.7063824195534,1656.92274930124,72.1106465297532,0.0429271978676507,0.223041806873099,0,0
"13922","Squatina","IUU_40_legal",2130,71.7346973755528,1713.67333159745,74.5804787425375,0.0432939299106159,0.256706597180367,0,0
"11003","Atrina","IUU_60_legal",2015,602.227546356132,4270.20214181999,185.842724043252,0.15281537295109,-6090330.03899294,0,0
"21002","Atrina","IUU_60_legal",2016,645.920375115672,4617.30830362409,200.94907088574,0.151262247936669,-4379870.23623698,0,0
"31002","Atrina","IUU_60_legal",2017,693.182145749816,4979.22128309149,216.699822662134,0.150126892156138,-2910677.70668434,0,0
"41002","Atrina","IUU_60_legal",2018,743.975547575943,5352.07112928292,232.926555911299,0.14941604425221,-1656708.67412716,0,0
"5576","Atrina","IUU_60_legal",2019,798.181609335343,5731.12267878193,249.423192410499,0.149135089959517,-595267.875505527,0,0
"6104","Atrina","IUU_60_legal",2020,855.584810128754,6110.86697862836,265.949977976973,0.149287470899261,293504.481069603,0,0
"7104","Atrina","IUU_60_legal",2021,915.860373961648,6485.18472217352,282.240595331332,0.149874048504853,1027109.82110173,0,0
"8104","Atrina","IUU_60_legal",2022,978.565414330109,6847.57805589111,298.012252521426,0.150892450446985,1621130.35253125,0,0
"9104","Atrina","IUU_60_legal",2023,1043.13562764433,7191.45734191723,312.978163064927,0.152336434740879,2089625.70810672,0,0
"10104","Atrina","IUU_60_legal",2024,1108.88901368728,7510.46022400794,326.861431963322,0.154195312711353,2445480.63787947,0,0
"11104","Atrina","IUU_60_legal",2025,1175.03760018468,7798.77371126971,339.409073051876,0.15645347490538,2700696.58363913,0,0
"12104","Atrina","IUU_60_legal",2026,1240.7074001835,8051.4276986626,350.404783254362,0.159090062889067,2866620.78925906,0,0
"13104","Atrina","IUU_60_legal",2027,1304.96593445594,8264.53119873834,359.679223583396,0.162078824190734,2954109.05530513,0,0
"14102","Atrina","IUU_60_legal",2028,1366.8557544424,8435.43012173866,367.116885860644,0.16538817769253,2973622.04609277,0,0
"15102","Atrina","IUU_60_legal",2029,1425.43166428792,8562.77609761865,372.659087908109,0.168981503458192,2935259.57693388,0,0
"16102","Atrina","IUU_60_legal",2030,1479.79889197034,8646.50729485102,376.303138766656,0.172817655757912,2848741.73313449,0,0
"17102","Atrina","IUU_60_legal",2031,1529.14936357235,8687.75219312054,378.098150804197,0.17685168258436,2723349.21111809,0,0
"18102","Atrina","IUU_60_legal",2032,1572.79348079151,8688.67419305274,378.138277002741,0.181035720843526,2567837.3637349,0,0
"19102","Atrina","IUU_60_legal",2033,1610.18531817056,8652.27814664363,376.554291002914,0.185320024942128,2390338.85459397,0,0
"20102","Atrina","IUU_60_legal",2034,1640.93983927833,8582.19964556134,373.504416756808,0.189654078552119,2198268.69586035,0,0
"21102","Atrina","IUU_60_legal",2035,1664.84147358426,8482.49511321071,369.16519316127,0.193987735352359,1998243.11872249,0,0
"22102","Atrina","IUU_60_legal",2036,1681.84410918646,8357.44654231005,363.722976075972,0.198272334583152,1796020.67430148,0,0
"23102","Atrina","IUU_60_legal",2037,1692.06317755492,8211.39013457974,357.366480581123,0.202461741034029,1596470.64744479,0,0
"24102","Atrina","IUU_60_legal",2038,1695.76099579236,8048.5738778319,350.280582614791,0.206513266085262,1403570.67013122,0,0
"25102","Atrina","IUU_60_legal",2039,1693.32686929395,7873.04565216638,342.641449262136,0.21038843588898,1220432.62262007,0,0
"26102","Atrina","IUU_60_legal",2040,1685.25363726525,7688.57092665064,334.612956846935,0.21405358379975,1049353.68315768,0,0
"27102","Atrina","IUU_60_legal",2041,1672.1123715726,7498.57744077949,326.344283423031,0.217480255762044,891887.816646801,0,0
"28102","Atrina","IUU_60_legal",2042,1654.52683306228,7306.12331625737,317.968520972753,0.220645428566821,748932.092188658,0,0
"29102","Atrina","IUU_60_legal",2043,1633.14907561639,7113.88464146598,309.602135072701,0.223531550854384,620821.94285235,0,0
"30102","Atrina","IUU_60_legal",2044,1608.63730057727,6924.15855215438,301.345098967915,0.226126424822904,507429.73634868,0,0
"31102","Atrina","IUU_60_legal",2045,1581.63673947842,6738.87806477004,293.2815391307,0.22842295241583,408261.688633299,0,0
"32102","Atrina","IUU_60_legal",2046,1552.76401636554,6559.63530233816,285.480746070075,0.230418773190627,322549.084435777,0,0
"33102","Atrina","IUU_60_legal",2047,1522.59514180889,6387.71021348441,277.998424207358,0.232115822241851,249330.831080627,0,0
"34102","Atrina","IUU_60_legal",2048,1491.65704004242,6224.10237145784,270.878075795913,0.233519835776762,187525.442395767,0,0
"35102","Atrina","IUU_60_legal",2049,1460.42232016834,6069.56391650361,264.152434600415,0.234639829650853,135991.532001371,0,0
"36102","Atrina","IUU_60_legal",2050,1429.30687488973,5924.63214834338,257.844884348516,0.235487572839184,93576.7252366752,0,0
"37102","Atrina","IUU_60_legal",2051,1398.66982155926,5789.66067150502,251.970814201313,0.236077073907509,59155.5430043039,0,0
"38102","Atrina","IUU_60_legal",2052,1368.81528147163,5664.84833728015,246.538878331256,0.236424094456612,31657.2624158958,0,0
"39102","Atrina","IUU_60_legal",2053,1339.9955128538,5550.26550983979,241.552139045181,0.236545699561865,10085.032134954,0,0
"40102","Atrina","IUU_60_legal",2054,1312.41495903719,5445.87741201936,237.009082812164,0.236459851643218,-6472.35848492092,0,0
"41102","Atrina","IUU_60_legal",2055,1286.23483492978,5351.56448271881,232.90450623438,0.236185051116094,-18834.6550019626,0,0
"42102","Atrina","IUU_60_legal",2056,1261.57794308825,5267.13980868257,229.230274692575,0.235740024653,-27728.939463016,0,0
"43102","Atrina","IUU_60_legal",2057,1238.53347856184,5192.36378542777,225.97596040176,0.235143459932503,-33791.8761166369,0,0
"44102","Atrina","IUU_60_legal",2058,1217.16164455398,5126.9562222708,223.12936923197,0.234413784328808,-37574.3848041553,0,0
"45102","Atrina","IUU_60_legal",2059,1197.49795604482,5070.60614145367,220.676967174336,0.233568984038337,-39547.8995124578,0,0
"46102","Atrina","IUU_60_legal",2060,1179.55715458079,5022.97953734659,218.604218027988,0.232626459574047,-40111.5379492108,0,0
"47102","Atrina","IUU_60_legal",2061,1163.33669432483,4983.7253638311,216.895843975918,0.231602913305788,-39599.6617570638,0,0
"48102","Atrina","IUU_60_legal",2062,1148.81978777063,4952.4800105786,215.536020396309,0.230514264712113,-38289.4411666833,0,0
"49102","Atrina","IUU_60_legal",2063,1135.97802027887,4928.87051546809,214.508515669624,0.22937558916995,-36408.1506297912,0,0
"50102","Atrina","IUU_60_legal",2064,1124.77355700789,4912.51674344815,213.796786004463,0.228201076388202,-34140.0135437338,0,0
"51102","Atrina","IUU_60_legal",2065,1115.16097512017,4903.03274362251,213.384034499058,0.227004004944607,-31632.4862005848,0,0
"52102","Atrina","IUU_60_legal",2066,1107.08875950131,4900.02747749324,213.253242835011,0.225796729777365,-29001.9259254542,0,0
"53102","Atrina","IUU_60_legal",2067,1100.50050264007,4903.10509289177,213.38718319901,0.224590679887997,-26338.6286610441,0,0
"54102","Atrina","IUU_60_legal",2068,1095.33584962612,4911.86490053519,213.768417262523,0.223396363911121,-23711.2496500055,0,0
"5577","Atrina","IUU_60_legal",2069,1091.53122809924,4925.90119343519,214.37928832234,0.222223381587778,-21170.6398111412,0,0
"5614","Atrina","IUU_60_legal",2070,1089.02040094407,4944.80303342665,215.201912010113,0.221080439533667,-18753.1420559045,0,0
"5714","Atrina","IUU_60_legal",2071,1087.734876943,4968.15411361073,216.218170305771,0.219975370017766,-16483.397974227,0,0
"5814","Atrina","IUU_60_legal",2072,1087.60421173942,4995.53279020205,217.409712923532,0.218915151758241,-14376.717531691,0,0
"5914","Atrina","IUU_60_legal",2073,1088.55622849031,5026.51236181005,218.757969466457,0.217905932000955,-12441.0638586288,0,0
"6014","Atrina","IUU_60_legal",2074,1090.51718460003,5060.66165830147,220.244175054238,0.216953049371858,-10678.7028050616,0,0
"6114","Atrina","IUU_60_legal",2075,1093.41190796977,5097.54598490748,221.849411411513,0.216061057189261,-9087.56338784081,0,0
"6214","Atrina","IUU_60_legal",2076,1097.16392327865,5136.72845010358,223.5546646583,0.215233747086749,-7662.35108808032,0,0
"6314","Atrina","IUU_60_legal",2077,1101.69558592168,5177.77168810065,225.340900274227,0.214474172933838,-6395.4515410558,0,0
"6414","Atrina","IUU_60_legal",2078,1106.92823834404,5220.23996879122,227.189154925143,0.213784675150497,-5277.65775565407,0,0
"6514","Atrina","IUU_60_legal",2079,1112.78240060956,5263.70167009951,229.080644061825,0.213166905594807,-4298.74977723488,0,0
